"","gene1","gene2","max","min","spread","rms_mean","rms_auto"
"2448",32,62,0.415664401464805,0.415664303864358,9.7600447002133e-08,6.7040134515449e-06,5.80804928935143e-08
"2449",32,63,0.415665793146934,0.415665748204509,4.49424250037467e-08,8.11314256524835e-06,2.67275376795133e-08
"2450",32,64,0.417643952619545,0.41060611852103,0.00703783409851499,0.00273478689051974,0.00435884351497324
"2451",32,65,0.415664943603791,0.415664913152299,3.04514920501653e-08,7.27683113412339e-06,2.04969503068138e-08
"2452",32,66,0.415658374504116,0.415658162426515,2.12077601036142e-07,6.47625067352937e-07,1.36854880224981e-07
"2453",32,67,0.415645447221654,0.415645257520646,1.89701007957677e-07,1.22778339240674e-05,1.16707530002818e-07
"2454",32,68,0.435215442657832,0.403080573546002,0.03213486911183,0.0133709268498073,0.0200771793086913
"2455",32,69,0.415658699613015,0.415658603491755,9.61212600070205e-08,9.84708022069752e-07,6.01656796617155e-08
"2456",32,70,0.415696313562113,0.415696313498523,6.35900221368502e-11,3.86588602396333e-05,3.74257376024875e-11
"2457",32,71,0.415657792036157,0.415657791101397,9.34759991633172e-10,1.36821016254446e-07,5.55011188380299e-10
"2458",32,72,0.415645805231002,0.415645620408199,1.84822802951068e-07,1.19360199958349e-05,1.19698375890147e-07
"2459",32,73,0.415654436014347,0.41565409618034,3.39834006990447e-07,3.34911298858753e-06,2.14647322210978e-07
"2460",32,74,0.415657511941243,0.415657454794114,5.71471290289338e-08,1.76081542935214e-07,3.37395914260656e-08
"2461",32,75,0.415692532503594,0.415692528808385,3.6952090276543e-09,3.48762268367619e-05,2.18415830656217e-09
"2462",32,76,0.415677406581306,0.415677340497104,6.60842019994945e-08,1.9710138294886e-05,4.30253227491628e-08
"2463",32,77,0.415664970422553,0.415664855161599,1.15260954003382e-07,7.26957050805489e-06,7.26474097584206e-08
"2464",32,78,0.415688940771666,0.415688940004245,7.67421015623881e-10,3.1285695147183e-05,4.66754756617485e-10
"2465",32,79,0.416324053758287,0.414466721904891,0.00185733185339604,0.000765198297170372,0.00124902133414429
"2466",32,80,0.415676068128805,0.415676062594113,5.53469198250056e-09,1.84117510122981e-05,3.63322627489324e-09
"2467",32,81,0.415676068128805,0.415676062594113,5.53469198250056e-09,1.84117510122981e-05,3.63322627489324e-09
"2468",32,82,0.415661874996406,0.415661763638844,1.11357562004866e-07,4.18305724158623e-06,7.08815182769627e-08
"2469",32,83,0.415658220716859,0.415658218108384,2.60847499156114e-09,5.65136727676621e-07,1.63950473571475e-09
"2470",32,84,0.41565741499654,0.415657314793381,1.00203158992507e-07,2.88373290615598e-07,6.09713858968007e-08
"2471",32,85,0.415654516686987,0.415654462593606,5.40933809967115e-08,3.1714133982684e-06,3.28922528776979e-08
"2472",32,86,0.416807190206732,0.414513063912302,0.00229412629442999,0.000927306957698965,0.00144828970374037
"2473",32,87,0.416807190206732,0.414513063912302,0.00229412629442999,0.000927306957698965,0.00144828970374037
"2474",32,88,0.415886852165326,0.415311403450389,0.000575448714936977,0.000238095995317444,0.000388414095598609
"2475",32,89,0.415722334852315,0.415722334375097,4.77218042860272e-10,6.46800500851843e-05,3.24961027600635e-10
"2476",32,90,0.415663821843588,0.415663243816497,5.78027091024946e-07,5.96915411873139e-06,3.62883682790091e-07
"2477",32,91,0.415648065317995,0.415647992763113,7.25548819913158e-08,9.61104329391979e-06,4.84213686722544e-08
"2478",32,92,0.415662827648826,0.415662724432273,1.03216553026808e-07,5.12822575619107e-06,6.18027150183329e-08
